 ,Numero Gaceta,Fecha Gaceta,Fecha Medida,Tipo de Registro,Funcionario,Cargo,Contenido,Poder,Ente,Organo,Niv.1,Niv.2,Niv.3
,40989,15/09/2016,15/09/2016,Nombramiento / Designación,LUIS GILBERTO RODRIGUEZ MOLINA,Presidente,,Ejecutivo,Ministerio del Poder Popular para Transporte Acuático y Aéreo,"Bolivariana de Aeropuertos (BAER), S.A",,,
,40989,15/09/2016,15/08/2016,"Normativas (Reglamentos internos, etc)",,,Se dicta el REGLAMENTO INTERNO SOBRE LA ORGANIZACIÓN Y FUNCIONAMIENTO DE LA SUPERINTENDENCIA NACIONAL DE AUDITORÍA INTERNA,Ejecutivo,Vicepresidencia de la República,,,,
,40989,15/09/2016,22/08/2016,Nombramiento / Designación,OSYALIT COROMOTO TORRES DE SIFONTES,Director General de Políticas de Comercio Exterior y Promoción de las Exportaciones,,Ejecutivo,Ministerio del Poder Popular para el Comercio Exterior e Inversión Internacional,Despacho del Ministro,,,
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,LEYDA ALEJANDRA GUERRERO VIELMA,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,OSMARO LUIS CHIQUITO AGUIRRE,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,ROBIN ERNESTO GUEVARA DIAZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,SEBASTIANO DE JESUS DI MAGGIO PEREZ,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,LUIS MANUEL NADAL COLMENAREZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,ALEJANDRO OCTAVIO VICTORINO COLMENARES,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,NAYBETH JUDITH GARCIA CAMPOS,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,01/01/1970,Nombramiento / Designación,JOANNA DEL CARMEN MARCANO ASTUDILLO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Direccion General de Empresas y Servicios,"Constructora de la Fuerza Armada Nacional Bolívariana, C.A ( CONSTRUFANB, C.A )",Comisiones/Comités
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,KARLA GABRIELA ESCOLA VILLALOBOS,Miembro Principal,Representante del Ministerio de Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,"Normativas (Reglamentos internos, etc)",,,"Se encargará de tramitar lo relativo a la transferencia de bienes, recursos y talento humano del Ministerio para la Industria y Comercio al Ministerio para Industrias Básicas, Estratégicas y socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ANNALIESE SENAY PIÑA ESTRADA,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ROSICAR DEL CARMEN MARTINEZ GALLARDO,Miembro Principal,En representación del Ministerio para Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,MIGUEL ALCIDES VERA MARTE,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,HENRY MARTIN CANINO ORTUÑO,Miembro Principal,En representación del Ministerio para Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,DAVID DANIEL VIVAS USECHE,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,MARCIAL JOSE ARENAS,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,RAFAEL CANABAL ZABALETA,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ALESSANDRA ROSA NAVARRO GARCIA,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,JOSE FRANCISCO DIAZ MENDEZ,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,GEORGETTE TOPALIAN ADRIANZA,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,JAIRO HERNANDEZ,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,Ministerio del Poder Popular para Industria y Comercio,Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,"Normativas (Reglamentos internos, etc)",,,"Se encargará de tramitar lo relativo a la transferencia de bienes, recursos y talento humano del Ministerio para la Industria y Comercio al Ministerio para Industrias Básicas, Estratégicas y socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,KARLA GABRIELA ESCOLA VILLALOBOS,Miembro Principal,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ANNALIESE SENAY PIÑA ESTRADA,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ROSICAR DEL CARMEN MARTINEZ GALLARDO,Miembro Principal,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,MIGUEL ALCIDES VERA MARTE,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,HENRY MARTIN CANINO ORTUÑO,Miembro Principal,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,DAVID DANIEL VIVAS USECHE,Miembro Suplente,En representación del Ministerio para Industria y Comercio,Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,MARCIAL JOSE ARENAS,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,RAFAEL CANABAL ZABALETA,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,ALESSANDRA ROSA NAVARRO GARCIA,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,JOSE FRANCISCO DIAZ MENDEZ,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,GEORGETTE TOPALIAN ADRIANZA,Miembro Principal,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,05/09/2016,Nombramiento / Designación,JAIRO HERNANDEZ,Miembro Suplente,"En representación del Ministerio para Industrias Básicas, Estratégicas y Socialistas",Ejecutivo,"Ministerio del Poder Popular para Industrias Básicas, Estratégicas y Socialistas",Comisiones/Comités,,,
,40989,15/09/2016,26/05/2010,"Normativas (Reglamentos internos, etc)",,,"Se otorga esta Liscencia de Exploración y Explotación de Hidrocarburos Gaseosos No Asociados a las emrpesas Corporación Venezolana del Petróleo S.A., con una participación inicial de 60% sociedad mercantil y Eni Hidrocarbons Venezuela Limited",Ejecutivo,Ministerio del Poder Popular de Petróleo,"PETRÓLEOS DE VENEZUELA, S.A. (PDVSA)","Corporación Venezolana del Petróleo, S.A. (CVP)",,
,40989,15/09/2016,26/05/2010,"Normativas (Reglamentos internos, etc)",,,"Se otorga esta Licencia de Exploración y Explotación de Hidrocarburos Gaseosos No Asociados a las empresa Corporación Venezolana del Petróleo S.A., con una participación inicial de 60% sociedad mercantil y Eni Hidrocarbons Venezuela Limited.",Ejecutivo,Ministerio del Poder Popular de Petróleo,Eni Hidrocarbons Venezuela Limited,,,
,40989,15/09/2016,14/09/2016,Nombramiento / Designación,JUAN BAUTISTA SUAREZ GAMEZ,Director Estadal,,Ejecutivo,Ministerio del Poder Popular para el Hábitat y Vivienda,Despacho del Ministro,Direcciones Estadales,Estado Táchira,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,HERYELIN MILAGROS CHIRINOS SOLANO,Gerente de Gestión Comunicacional,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,HERYELIN MILAGROS CHIRINOS SOLANO,Gerente de Gestión Comunicacional,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,NOYIRAY MERCEDES CUBEROS MACHADO,Consultor Jurídico,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,NOYIRAY MERCEDES CUBEROS MACHADO,Consultor Jurídico,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,DARYEELING YOLANDA JIMENEZ ESCALONA,Gerente de Atención al Ciudadano,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,DARYEELING YOLANDA JIMENEZ ESCALONA,Gerente de Atención al Ciudadano,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,GABRIEL ANGEL PUCHE MADUEÑO,Auditor Interno,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Junta Directiva,Auditoría Interna,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,GABRIEL ANGEL PUCHE MADUEÑO,Auditor Interno,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Junta Directiva,Auditoría Interna,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,DANIEL ELIESER VALERO ALMAO,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Sistemas y Tecnología de Información,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,DANIEL ELIESER VALERO ALMAO,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Sistemas y Tecnología de Información,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,YASSER FIDEL ALENCAR LARGO,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Organización y Formación de la Economía Comunal,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,YASSER FIDEL ALENCAR LARGO,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Organización y Formación de la Economía Comunal,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,DALILA LILIANA SANOJA MONASTERIOS,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Control y Seguimiento de los Estados,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,DALILA LILIANA SANOJA MONASTERIOS,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Control y Seguimiento de los Estados,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,WILMER CRISTOBAL ALVAREZ GUILLEN,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Gerencia General,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,WILMER CRISTOBAL ALVAREZ GUILLEN,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Gerencia General,,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,MARIA VICTORIA SIFONTES VALERO,Gerente de Proyectos Socioproductivos,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Gerencia General,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,MARIA VICTORIA SIFONTES VALERO,Gerente de Proyectos Socioproductivos,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Gerencia General,,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,LUIS ALFREDO RAMIREZ AVILA,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Organización y Formación de la Economía Comunal,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,LUIS ALFREDO RAMIREZ AVILA,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Organización y Formación de la Economía Comunal,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,JESSICA ALCINA CASTILLO CORDERO,Gerente de Finanzas,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Adminsitración y Finanzas,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,JESSICA ALCINA CASTILLO CORDERO,Gerente de Finanzas,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Adminsitración y Finanzas,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,GILBERTO JOSE UZCATEGUI CAMACHO,Gerente,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Adminsitración y Finanzas,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,GILBERTO JOSE UZCATEGUI CAMACHO,Gerente,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,Oficina de Adminsitración y Finanzas,
,40989,15/09/2016,23/08/2016,Nombramiento / Designación,JESUS DARIO MORENO MONSALVE,Coordinador del Despacho,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,0,,,Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40989,15/09/2016,23/08/2016,Delegación de Firmas/Atribuciones,JESUS DARIO MORENO MONSALVE,Coordinador del Despacho,"Se delegan las atribuciones y firma de los actos y documentos que a continuación se mencionan: 1. Certificación de copias de los documentos y expedientes cuyos originales reposan en los archivos de la Dirección a su cargo, 2: Las comunicaciones, postal y electrónica, internas o externas, así como las dirigidas a otros organismos públicos y privados relacionadas con las funciones inherentes a su cargo",Ejecutivo,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,Fondo de Desarrollo Micro Financiero (FONDEMI),Presidencia,,
,40988,14/09/2016,13/09/2016,Nombramiento / Designación,MARLY ASTRID ZAMBRANO PINTO,Notario,,Ejecutivo,"Ministerio del Poder Popular para Relaciones Interiores, Justicia y Paz",Servício Autónomo de Registros y Notarías (SAREN),Dirección General de Registros y Notarias,Estado TÃ¡chira,Notaria Pública
,40988,14/09/2016,08/08/2016,Nombramiento / Designación,JESUS RAFAEL SALAZAR CAMPOS,Agregado de Defensa,,Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Misiones Permanentes en Embajadas y Consulados,Embajada en Reino de España (Madrid),,
,40988,14/09/2016,08/08/2016,Nombramiento / Designación,JUAN ELIESER MEDINA RODRIGUEZ,"Agregado Militar, Naval y Aéreo",,Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Misiones Permanentes en Embajadas y Consulados,Embajada en República de Canadá (Ottawa),,
,40988,14/09/2016,08/08/2016,Nombramiento / Designación,JOSE GREGORIO CHAPARRO BOSQUE,"Agregado Militar, Naval y Aéreo",,Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Misiones Permanentes en Embajadas y Consulados,Embajada en Reino Unido de Gran Bretaña e Irlanda del Norte (Londres),,
,40988,14/09/2016,09/09/2016,Nombramiento / Designación,JULIO CESAR BARRETO MENDOZA,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Aviación Militar,Comando Aéreo de Logística,"Base Aérea El Libertador - Palo Negro, Aragua (BAEL)",
,40988,14/09/2016,09/09/2016,Nombramiento / Designación,MANUEL GREGORIO BERNAL MARTINEZ,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General del Ejercito,Comando Terrestre de Operaciones,,
,40988,14/09/2016,12/09/2016,Nombramiento / Designación,JOSE LUIS CRIOLLO MORA,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Aviación Militar,Comando Aéreo de Operaciones,Grupo de Entrenamiento Aéreo N°19,
,40988,14/09/2016,12/09/2016,Nombramiento / Designación,JESUS ENRIQUE MONTIEL MACHADO,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Dirección General de Salud,Hospital Militar,Hospital Militar Tipo III Dr. José Angel Álamo
,40988,14/09/2016,12/09/2016,Nombramiento / Designación,ANGEL ROBERTO ROMERO CASTRO,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Dirección General de Salud,Hospital Militar,Hospital Militar Tcnel. Francisco Valbuena
,40988,14/09/2016,12/09/2016,Nombramiento / Designación,ERICH RAFAEL GOMEZ BARRETO,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,"Viceministerio de Servicios, Personal y Logistica",Dirección General de Salud,Hospital Militar,Hospital Militar Dr. Manuel Siverio Castillo
,40988,14/09/2016,12/09/2016,Nombramiento / Designación,YONATHAN EMILIO PAEZ LANDAETA,Responsable del manejo de Fondos de Funcionamiento,,Ejecutivo,Ministerio del Poder Popular para la Defensa,Comandancia General de la Aviación Militar,Segundo Comando y Jefatura de Estado Mayor General,Dirección de Logística,División de Mantenimiento y Desarrollo Aeronáutico
,40988,14/09/2016,13/09/2016,Nombramiento / Designación,LIZBETH JOANNA DOMINGUEZ SANABRIA,Director de Estadísticas Educativas,,Ejecutivo,Ministerio del Poder Popular para la Educación,Despacho del Ministro,Oficina Estratégica de Evaluación y Seguimiento de Políticas Públicas,,
